interval_start_timestamp,channel_name,channel_id,participators,communicators,messages_sent,pct_participated_in_channel,pct_communicated_in_channel
2023-06-10T00:00:00+00:00,'📜・poesias',930856252282667078,3,0,0,0.322234156820623,
2023-06-10T00:00:00+00:00,'👉・conheça-o-melk',932137449231122463,6,0,0,0.644468313641246,
2023-06-10T00:00:00+00:00,'📚・missão-1',932140101469892648,18,8,9,1.9334049409237375,4.597701149425287
2023-06-10T00:00:00+00:00,'💬・chat-melk',932249635496525834,14,7,11,1.5037593984962403,4.0229885057471275
2023-06-10T00:00:00+00:00,'❤・dao',932384774738292798,3,0,0,0.322234156820623,
2023-06-10T00:00:00+00:00,'𝝣・ethereum',932442649565204530,8,3,3,0.8592910848549946,1.7241379310344829
2023-06-10T00:00:00+00:00,'◎・solana',932443319345229826,4,2,2,0.4296455424274973,1.1494252873563218
2023-06-10T00:00:00+00:00,'π・polkadot',933161929629917214,3,3,5,0.322234156820623,1.7241379310344829
2023-06-10T00:00:00+00:00,'ᗑ・algorand',933413142573228112,6,3,3,0.644468313641246,1.7241379310344829
2023-06-10T00:00:00+00:00,'🔎・pods-liderança',934225181591887913,12,2,4,1.288936627282492,1.1494252873563218
2023-06-10T00:00:00+00:00,'📚・aprendizado',935914615836135424,36,2,18,3.866809881847476,1.1494252873563218
2023-06-10T00:00:00+00:00,'dev-team',936305134252740678,5,0,0,0.5370569280343716,
2023-06-10T00:00:00+00:00,'🧘・saúde',936955738306261012,8,2,5,0.8592910848549946,1.1494252873563218
2023-06-10T00:00:00+00:00,'📚・missão-2',937078279033208952,4,5,7,0.4296455424274973,2.8735632183908044
2023-06-10T00:00:00+00:00,'📈・pod-growth',937792546640371742,18,6,49,1.9334049409237375,3.4482758620689653
2023-06-10T00:00:00+00:00,'💼・vagas',938243617221378149,9,0,0,0.966702470461869,
2023-06-10T00:00:00+00:00,'✅・verificação',942114231053078619,80,0,0,8.592910848549945,
2023-06-10T00:00:00+00:00,'🚨・scam-alert',942940779851153428,4,2,2,0.4296455424274973,1.1494252873563218
2023-06-10T00:00:00+00:00,'🖼・nfts',943614422763573248,6,1,1,0.644468313641246,0.5747126436781608
